Time,Engine Coolant Temperature [°C],Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature [°C],Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [°C],Accelerator Pedal Position D [%],Accelerator Pedal Position E [%],,,problem_flag
30:58.4,20,111,1115,19,-28,19.11,83.1,-1,31,31,,,1
30:58.5,20,111,1115,19,-27,19.11,83.1,-1,31,31,,,1
30:58.6,20,111,1115,19,-27,22.66,83.1,-1,31,31,,,1
30:58.7,20,111,1115,19,-27,22.66,83.5,-1,31,31,,,1
30:58.7,20,111,1115,19,-27,22.66,83.5,-1,31,31,,,1
30:58.8,20,111,1115,19,-27,22.66,83.5,-1,24.7,31,,,1
30:58.9,20,111,1115,19,-27,22.66,83.5,-1,24.7,24.7,,,1
30:59.0,20,111,1115,19,-27,22.66,83.5,-1,24.7,24.7,,,1
30:59.1,20,114,1115,19,-27,22.66,83.5,-1,24.7,24.7,,,1
30:59.2,20,114,1133,19,-27,22.66,83.5,-1,24.7,24.7,,,1
30:59.3,20,114,1133,19,-27,22.66,83.5,-1,24.7,24.7,,,1
30:59.4,20,114,1133,19,-25,22.66,83.5,-1,24.7,24.7,,,1
30:59.5,20,114,1133,19,-25,22.52,83.5,-1,24.7,24.7,,,1
30:59.6,20,114,1133,19,-25,22.52,83.5,-1,24.7,24.7,,,1
30:59.7,20,114,1133,19,-25,22.52,83.5,-1,24.7,24.7,,,1
30:59.8,19,114,1133,19,-25,22.52,83.5,-1,23.5,24.7,,,1
30:59.9,19,114,1133,19,-25,22.52,83.5,-1,23.5,23.9,,,1
31:00.0,19,114,1133,19,-25,22.52,83.5,-1,23.5,23.9,,,1
31:00.0,19,110,1133,19,-25,22.52,83.5,-1,23.5,23.9,,,1
31:00.1,18,110,1132,19,-25,22.52,83.5,-1,23.5,23.9,,,1
31:00.2,20,110,1132,19,-25,22.52,83.5,-1,23.5,23.9,,,1
31:00.3,20,110,1132,19,-24,22.52,83.5,-1,23.5,23.9,,,1
31:00.4,20,110,1132,19,-24,23.13,83.5,-1,23.5,23.9,,,1
31:00.5,20,110,1132,19,-24,23.13,83.5,-1,23.5,23.9,,,1
31:00.5,20,110,1132,19,-24,23.13,83.5,-1,23.5,23.9,,,1
31:00.6,23,110,1132,19,-24,23.13,83.5,-1,32.2,23.9,,,1
31:00.7,20,110,1132,19,-24,23.13,83.5,-1,32.2,32.5,,,1
31:00.8,20,110,1132,19,-24,23.13,83.5,-1,32.2,32.5,,,1
31:00.9,20,117,1132,19,-24,23.13,83.5,-1,32.2,32.5,,,1
31:01.0,20,117,1226,19,-24,23.13,83.5,-1,32.2,32.5,,,1
31:01.1,20,117,1226,21,-24,23.13,83.5,-1,32.2,32.5,,,1
31:01.2,19,117,1226,21,-22,23.13,83.5,-1,32.2,32.5,,,1
31:01.3,20,117,1226,21,-22,26.3,83.5,-1,32.2,32.5,,,1
31:01.4,20,117,1226,21,-22,26.3,83.5,-1,32.2,32.5,,,1
31:01.4,20,117,1226,21,-22,26.3,83.5,-1,32.2,32.5,,,1
31:01.5,20,117,1226,21,-22,26.3,83.5,-1,24.3,32.5,,,1
31:01.6,20,117,1226,21,-22,26.3,83.5,-1,24.3,26.3,,,1
31:01.7,20,117,1226,21,-22,26.3,83.5,-1,24.3,26.3,,,1
31:01.7,20,113,1226,21,-22,26.3,83.5,-1,24.3,26.3,,,1
31:01.8,20,113,1276,21,-22,26.3,83.5,-1,24.3,26.3,,,1
31:01.9,20,113,1276,22,-22,26.3,83.5,-1,24.3,26.3,,,1
31:02.0,22,113,1276,22,-21,26.3,83.5,-1,24.3,26.3,,,1
31:02.1,20,113,1276,22,-21,25.86,83.5,-1,24.3,26.3,,,1
31:02.2,20,113,1276,22,-21,25.86,83.5,-1,24.3,26.3,,,1
31:02.3,20,113,1276,22,-21,25.86,83.5,-1,24.3,26.3,,,1
31:02.3,20,113,1276,22,-21,25.86,83.5,-1,26.7,26.3,,,1
31:02.4,20,113,1276,22,-21,25.86,83.5,-1,26.7,27.8,,,1
31:02.5,20,113,1276,22,-21,25.86,83.5,-1,26.7,27.8,,,1
31:02.6,20,114,1276,22,-21,25.86,83.5,-1,26.7,27.8,,,1
31:02.6,20,114,1312,22,-21,25.86,83.5,-1,26.7,27.8,,,1
31:02.7,21,114,1312,22,-21,25.86,83.5,-1,26.7,27.8,,,1
31:02.8,20,114,1312,22,-19,25.86,83.5,-1,26.7,27.8,,,1
31:02.9,20,114,1312,22,-19,27.02,83.5,-1,26.7,27.8,,,1
31:02.9,20,114,1312,22,-19,27.02,83.5,-1,26.7,27.8,,,1
31:03.0,20,114,1312,22,-19,27.02,83.5,-1,26.7,27.8,,,1
31:03.1,20,114,1312,22,-19,27.02,83.5,-1,28.2,27.8,,,1
31:03.2,20,114,1312,22,-19,27.02,83.5,-1,28.2,29,,,1
31:03.3,20,114,1312,22,-19,27.02,83.5,-1,28.2,29,,,1
31:03.4,20,116,1312,22,-19,27.02,83.5,-1,28.2,29,,,1
31:03.5,20,116,1350,22,-19,27.02,83.5,-1,28.2,29,,,1
31:03.5,20,116,1350,23,-19,27.02,83.5,-1,28.2,29,,,1
31:03.6,20,116,1350,23,-18,27.02,83.5,-1,28.2,29,,,1
31:03.7,20,116,1350,23,-18,28.55,83.5,-1,28.2,29,,,1
31:03.8,20,116,1350,23,-18,28.55,83.5,-1,28.2,29,,,1
31:03.8,20,116,1350,23,-18,28.55,83.5,-1,28.2,29,,,1
31:03.9,20,116,1350,23,-18,28.55,83.5,-1,31,29,,,1
31:04.0,20,116,1350,23,-18,28.55,83.5,-1,31,31.4,,,1
31:04.1,20,116,1350,23,-18,28.55,83.5,-1,31,31.4,,,1
31:04.2,20,119,1350,23,-18,28.55,83.5,-1,31,31.4,,,1
31:04.2,20,119,1391,23,-18,28.55,83.5,-1,31,31.4,,,1
31:04.3,20,119,1391,24,-18,28.55,83.5,-1,31,31.4,,,1
31:04.4,20,119,1391,24,-17,28.55,83.5,-1,31,31.4,,,1
31:04.4,20,119,1391,24,-17,30.22,83.5,-1,31,31.4,,,1
31:04.5,20,119,1391,24,-17,30.22,83.5,-1,31,31.4,,,1
31:04.6,20,119,1391,24,-17,30.22,83.5,-1,31,31.4,,,1
31:04.7,20,119,1391,24,-17,30.22,83.5,-1,28.6,31.4,,,1
31:04.7,20,119,1391,24,-17,30.22,83.5,-1,28.6,28.6,,,1
31:04.8,20,119,1391,24,-17,30.22,83.5,-1,28.6,28.6,,,1
31:04.9,20,121,1391,24,-17,30.22,83.5,-1,28.6,28.6,,,1
31:05.0,20,121,1406,24,-17,30.22,83.5,-1,28.6,28.6,,,1
31:05.0,20,121,1406,24,-17,30.22,83.5,-1,28.6,28.6,,,1
31:05.1,20,121,1406,24,-17,30.22,83.5,-1,28.6,28.6,,,1
31:05.2,20,121,1406,24,-17,29.05,83.5,-1,28.6,28.6,,,1
31:05.3,20,121,1406,24,-17,29.05,83.5,-1,28.6,28.6,,,1
31:05.3,20,121,1406,24,-17,29.05,83.5,-1,28.6,28.6,,,1
31:05.4,20,121,1406,24,-17,29.05,83.5,-1,23.1,28.6,,,1
31:05.5,20,121,1406,24,-17,29.05,83.5,-1,23.1,22.4,,,1
31:05.6,20,121,1406,24,-17,29.05,83.5,-1,23.1,22.4,,,1
31:05.7,20,109,1406,24,-17,29.05,83.5,-1,23.1,22.4,,,1
31:05.8,18,109,1375,24,-17,29.05,83.5,-1,23.1,22.4,,,1
31:05.9,18,109,1375,24,-17,29.05,83.5,-1,23.1,22.4,,,1
31:06.0,20,109,1375,24,-16,29.05,83.5,-1,23.1,22.4,,,1
31:06.1,20,109,1375,24,-16,25.99,83.5,-1,23.1,22.4,,,1
31:06.2,20,109,1375,24,-16,25.99,83.5,-1,23.1,22.4,,,1
31:06.3,20,109,1375,24,-16,25.99,83.5,-1,23.1,22.4,,,1
31:06.3,20,109,1375,24,-16,25.99,83.5,-1,14.1,22.4,,,1
31:06.4,18,109,1375,24,-16,25.99,83.5,-1,14.1,14.5,,,1
31:06.5,17,109,1375,24,-16,25.99,83.5,-1,14.1,14.5,,,1
31:06.5,20,102,1375,24,-16,25.99,83.5,-1,14.1,14.5,,,1
31:06.6,20,102,1282,24,-16,25.99,83.5,-1,14.1,14.5,,,1
31:06.7,20,102,1282,22,-16,25.99,83.5,-1,14.1,14.5,,,1
31:06.8,20,102,1282,22,-15,25.99,83.5,-1,14.1,14.5,,,1
31:06.8,20,102,1282,22,-15,22.74,83.5,-1,14.1,14.5,,,1
31:06.9,20,102,1282,22,-15,22.74,83.5,-1,14.1,14.5,,,1
31:07.0,20,102,1282,22,-15,22.74,83.5,-1,14.1,14.5,,,1
31:07.1,20,102,1282,22,-15,22.74,83.5,-1,14.5,14.5,,,1
31:07.1,20,102,1282,22,-15,22.74,83.5,-1,14.5,14.5,,,1
31:07.2,20,102,1282,22,-15,22.74,83.5,-1,14.5,14.5,,,1
31:07.3,20,98,1282,22,-15,22.74,83.5,-1,14.5,14.5,,,1
31:07.4,20,98,1145,22,-15,22.74,83.5,-1,14.5,14.5,,,1
31:07.4,20,98,1145,20,-15,22.74,83.5,-1,14.5,14.5,,,1
31:07.5,20,98,1145,20,-15,22.74,83.5,-1,14.5,14.5,,,1
31:07.6,20,98,1145,20,-15,20.11,83.5,-1,14.5,14.5,,,1
31:07.7,20,98,1145,20,-15,20.11,83.5,-1,14.5,14.5,,,1
31:07.7,20,98,1145,20,-15,20.11,83.5,-1,14.5,14.5,,,1
31:07.8,20,98,1145,20,-15,20.11,83.5,-1,14.1,14.5,,,1
31:07.9,20,98,1145,20,-15,20.11,83.5,-1,14.1,14.5,,,1
31:08.0,19,98,1145,20,-15,20.11,83.5,-1,14.1,14.5,,,1
31:08.0,18,98,1145,20,-15,20.11,83.5,-1,14.1,14.5,,,1
31:08.1,17,98,982,20,-15,20.11,83.5,-1,14.1,14.5,,,1
31:08.2,16,98,982,18,-15,20.11,83.5,-1,14.1,14.5,,,1
31:08.3,15,98,982,18,-15,20.11,83.5,-1,14.1,14.5,,,1
31:08.4,14,98,982,18,-15,17.66,83.5,-1,14.1,14.5,,,1
31:08.4,13,98,982,18,-15,17.66,83.5,-1,14.1,14.5,,,1
31:08.5,12,98,982,18,-15,17.66,83.5,-1,14.1,14.5,,,1
31:08.6,11,98,982,18,-15,17.66,83.5,-1,14.1,14.5,,,1
31:08.7,10,98,982,18,-15,17.66,83.5,-1,14.1,14.5,,,0
31:08.7,10,98,982,18,-15,17.66,83.5,-1,14.1,14.5,,,0
31:08.8,10,101,982,18,-15,17.66,83.5,-1,14.1,14.5,,,0
31:08.9,10,101,1016,18,-15,17.66,83.5,-1,14.1,14.5,,,0
31:09.0,10,101,1016,14,-15,17.66,83.5,-1,14.1,14.5,,,0
31:09.1,10,101,1016,14,-14,17.66,83.5,-1,14.1,14.5,,,0
31:09.2,10,101,1016,14,-14,18.33,83.5,-1,14.1,14.5,,,0
31:09.2,10,101,1016,14,-14,18.33,83.5,-1,14.1,14.5,,,0
31:09.3,10,101,1016,14,-14,18.33,83.5,-1,14.1,14.5,,,0
31:09.4,10,101,1016,14,-14,18.33,83.5,-1,14.1,14.5,,,0
31:09.5,10,101,1016,14,-14,18.33,83.5,-1,14.1,14.5,,,0
31:09.5,11,101,1016,14,-14,18.33,83.5,-1,14.1,14.5,,,0
31:09.6,11,103,1016,14,-14,18.33,83.5,-1,14.1,14.5,,,0
31:09.7,11,103,1030,14,-14,18.33,83.5,-1,14.1,14.5,,,0
31:09.8,11,103,1030,10,-14,18.33,83.5,-1,14.1,14.5,,,0
31:09.8,11,103,1030,10,-13,18.33,83.5,-1,14.1,14.5,,,0
31:09.9,11,103,1030,10,-13,18.94,83.5,-1,14.1,14.5,,,0
31:10.0,11,103,1030,10,-13,18.94,83.5,-1,14.1,14.5,,,0
31:10.1,11,103,1030,10,-13,18.94,83.5,-1,14.1,14.5,,,0
31:10.2,11,103,1030,10,-13,18.94,83.5,-1,14.1,14.5,,,0
31:10.2,11,103,1030,10,-13,18.94,83.5,-1,14.1,14.5,,,0
31:10.3,11,103,1030,10,-13,18.94,83.5,-1,14.1,14.5,,,0
31:10.4,11,104,1030,10,-13,18.94,83.5,-1,14.1,14.5,,,0
31:10.4,11,104,1032,10,-13,18.94,83.5,-1,14.1,14.5,,,0
31:10.5,11,104,1032,6,-13,18.94,83.5,-1,14.1,14.5,,,0
31:10.6,11,104,1032,6,-12,18.94,83.5,-1,14.1,14.5,,,0
31:10.7,11,104,1032,6,-12,18.74,83.5,-1,14.1,14.5,,,0
31:10.7,11,104,1032,6,-12,18.74,83.5,-1,14.1,14.5,,,0
31:10.8,11,104,1032,6,-12,18.74,83.5,-1,14.1,14.5,,,0
31:10.9,11,104,1032,6,-12,18.74,83.5,-1,14.1,14.5,,,0
31:11.0,11,104,1032,6,-12,18.74,83.5,-1,14.1,14.5,,,0
31:11.0,11,104,1032,6,-12,18.74,83.5,-1,14.1,14.5,,,0
31:11.1,11,105,1032,6,-12,18.74,83.5,-1,14.1,14.5,,,0
31:11.2,11,105,1038,6,-12,18.74,83.5,-1,14.1,14.5,,,0
31:11.3,11,105,1038,4,-12,18.74,83.5,-1,14.1,14.5,,,0
31:11.3,11,105,1038,4,-11,18.74,83.5,-1,14.1,14.5,,,0
31:11.4,11,105,1038,4,-11,19.33,83.5,-1,14.1,14.5,,,0
31:11.5,11,105,1038,4,-11,19.33,83.5,-1,14.1,14.5,,,0
31:11.6,11,105,1038,4,-11,19.33,83.5,-1,14.1,14.5,,,0
31:11.6,11,105,1038,4,-11,19.33,83.5,-1,14.5,14.5,,,0
31:11.7,11,105,1038,4,-11,19.33,83.5,-1,14.5,14.5,,,0
31:11.8,11,105,1038,4,-11,19.33,83.5,-1,14.5,14.5,,,0
31:11.9,11,106,1038,4,-11,19.33,83.5,-1,14.5,14.5,,,0
31:11.9,11,106,1040,4,-11,19.33,83.5,-1,14.5,14.5,,,0
31:12.0,11,106,1040,4,-11,19.33,83.5,-1,14.5,14.5,,,0
31:12.1,11,106,1040,4,-10,19.33,83.5,-1,14.5,14.5,,,0
31:12.2,11,106,1040,4,-10,19.05,83.5,-1,14.5,14.5,,,0
31:12.2,11,106,1040,4,-10,19.05,83.5,-1,14.5,14.5,,,0
31:12.3,11,106,1040,4,-10,19.05,83.5,-1,14.5,14.5,,,0
31:12.4,11,106,1040,4,-10,19.05,83.5,-1,14.1,14.5,,,0
31:12.5,11,106,1040,4,-10,19.05,83.5,-1,14.1,14.5,,,0
31:12.5,11,106,1040,4,-10,19.05,83.5,-1,14.1,14.5,,,0
31:12.6,11,106,1040,4,-10,19.05,83.5,-1,14.1,14.5,,,0
31:12.7,11,106,1040,4,-10,19.05,83.5,-1,14.1,14.5,,,0
31:12.8,11,106,1040,4,-10,19.05,83.5,-1,14.1,14.5,,,0
31:12.8,11,106,1040,4,-9,19.05,83.5,-1,14.1,14.5,,,0
31:12.9,11,106,1040,4,-9,19.41,83.5,-1,14.1,14.5,,,0
31:13.0,11,106,1040,4,-9,19.41,83.5,-1,14.1,14.5,,,0
31:13.1,11,106,1040,4,-9,19.41,83.5,-1,14.1,14.5,,,0
31:13.2,11,106,1040,4,-9,19.41,83.5,-1,14.1,14.5,,,0
31:13.3,11,106,1040,4,-9,19.41,83.5,-1,14.1,14.5,,,0
31:13.4,11,106,1040,4,-9,19.41,83.5,-1,14.1,14.5,,,0
31:13.4,11,106,1040,4,-9,19.41,83.5,-1,14.1,14.5,,,0
31:13.5,11,106,1041,4,-9,19.41,83.5,-1,14.1,14.5,,,0
31:13.6,11,106,1041,4,-9,19.41,83.5,-1,14.1,14.5,,,0
31:13.7,11,106,1041,4,-8,19.41,83.5,-1,14.1,14.5,,,0
31:13.7,11,106,1041,4,-8,19.3,83.5,-1,14.1,14.5,,,0
31:13.8,11,106,1041,4,-8,19.3,83.5,-1,14.1,14.5,,,0
31:13.9,11,106,1041,4,-8,19.3,83.5,-1,14.1,14.5,,,0
31:14.0,11,106,1041,4,-8,19.3,83.5,-1,14.1,14.5,,,0
31:14.0,11,106,1041,4,-8,19.3,83.5,-1,14.1,14.5,,,0
31:14.1,11,106,1041,4,-8,19.3,83.5,-1,14.1,14.5,,,0
31:14.2,11,106,1041,4,-8,19.3,83.5,-1,14.1,14.5,,,0
31:14.3,11,106,1040,4,-8,19.3,83.5,-1,14.1,14.5,,,0
31:14.3,11,106,1040,5,-8,19.3,83.5,-1,14.1,14.5,,,0
31:14.4,11,106,1040,5,-8,19.3,83.5,-1,14.1,14.5,,,0
31:14.5,11,106,1040,5,-8,19.69,83.5,-1,14.1,14.5,,,0
31:14.6,11,106,1040,5,-8,19.69,83.5,-1,14.1,14.5,,,0
31:14.6,11,106,1040,5,-8,19.69,83.5,-1,14.1,14.5,,,0
31:14.7,11,106,1040,5,-8,19.69,83.5,-1,14.1,14.5,,,0
31:14.8,11,106,1040,5,-8,19.69,83.5,-1,14.1,14.5,,,0
31:14.9,12,106,1040,5,-8,19.69,83.5,-1,14.1,14.5,,,0
31:15.0,12,106,1040,5,-8,19.69,83.5,-1,14.1,14.5,,,0
31:15.0,12,106,1041,5,-8,19.69,83.5,-1,14.1,14.5,,,0
31:15.1,12,106,1041,4,-8,19.69,83.5,-1,14.1,14.5,,,0
31:15.2,12,106,1041,4,-8,19.69,83.5,-1,14.1,14.5,,,0
31:15.2,12,106,1041,4,-8,19.27,83.5,-1,14.1,14.5,,,0
31:15.3,12,106,1041,4,-8,19.27,83.5,-1,14.1,14.5,,,0
31:15.4,12,106,1041,4,-8,19.27,83.5,-1,14.1,14.5,,,0
31:15.5,12,106,1041,4,-8,19.27,83.5,-1,14.1,14.5,,,0
31:15.6,12,106,1041,4,-8,19.27,83.5,-1,14.1,14.5,,,0
31:15.6,12,106,1041,4,-8,19.27,83.5,-1,14.1,14.5,,,0
31:15.7,12,106,1041,4,-8,19.27,83.5,-1,14.1,14.5,,,0
31:15.8,12,106,1043,4,-8,19.27,83.5,-1,14.1,14.5,,,0
31:15.8,12,106,1043,3,-8,19.27,83.5,-1,14.1,14.5,,,0
31:15.9,12,106,1043,3,-8,19.27,83.5,-1,14.1,14.5,,,0
31:16.0,12,106,1043,3,-8,19.22,83.5,-1,14.1,14.5,,,0
31:16.1,12,106,1043,3,-8,19.22,83.5,-1,14.1,14.5,,,0
31:16.1,12,106,1043,3,-8,19.22,83.5,-1,14.1,14.5,,,0
31:16.2,12,106,1043,3,-8,19.22,83.5,-1,14.1,14.5,,,0
31:16.3,12,106,1043,3,-8,19.22,83.5,-1,14.1,14.5,,,0
31:16.4,12,106,1043,3,-8,19.22,83.5,-1,14.1,14.5,,,0
31:16.4,12,106,1043,3,-8,19.22,83.5,-1,14.1,14.5,,,0
31:16.5,12,106,1042,3,-8,19.22,83.5,-1,14.1,14.5,,,0
31:16.6,12,106,1042,3,-8,19.22,83.5,-1,14.1,14.5,,,0
31:16.7,12,106,1042,3,-7,19.22,83.5,-1,14.1,14.5,,,0
31:16.7,12,106,1042,3,-7,19.47,83.5,-1,14.1,14.5,,,0
31:16.8,12,106,1042,3,-7,19.47,83.5,-1,14.1,14.5,,,0
31:16.9,12,106,1042,3,-7,19.47,83.5,-1,14.1,14.5,,,0
31:17.0,12,106,1042,3,-7,19.47,83.5,-1,14.1,14.5,,,0
31:17.0,12,106,1042,3,-7,19.47,83.5,-1,14.1,14.5,,,0
31:17.1,12,106,1042,3,-7,19.47,83.5,-1,14.1,14.5,,,0
31:17.2,12,106,1042,3,-7,19.47,83.5,-1,14.1,14.5,,,0
31:17.3,12,106,1043,3,-7,19.47,83.5,-1,14.1,14.5,,,0
31:17.4,12,106,1043,3,-7,19.47,83.5,-1,14.1,14.5,,,0
31:17.4,12,106,1043,3,-6,19.47,83.5,-1,14.1,14.5,,,0
31:17.5,12,106,1043,3,-6,19.33,83.5,-1,14.1,14.5,,,0
31:17.6,12,106,1043,3,-6,19.33,83.5,-1,14.1,14.5,,,0
31:17.7,12,106,1043,3,-6,19.33,83.5,-1,14.1,14.5,,,0
31:17.7,12,106,1043,3,-6,19.33,83.5,-1,14.1,14.5,,,0
31:17.8,12,106,1043,3,-6,19.33,83.5,-1,14.1,14.5,,,0
31:17.9,12,106,1043,3,-6,19.33,83.5,-1,14.1,14.5,,,0
31:17.9,12,106,1043,3,-6,19.33,83.5,-1,14.1,14.5,,,0
31:18.0,12,106,1041,3,-6,19.33,83.5,-1,14.1,14.5,,,0
31:18.1,12,106,1041,2,-6,19.33,83.5,-1,14.1,14.5,,,0
31:18.2,12,106,1041,2,-6,19.33,83.5,-1,14.1,14.5,,,0
31:18.2,12,106,1041,2,-6,19.38,83.5,-1,14.1,14.5,,,0
31:18.3,12,106,1041,2,-6,19.38,83.5,-1,14.1,14.5,,,0
31:18.4,12,106,1041,2,-6,19.38,83.5,-1,14.1,14.5,,,0
31:18.5,12,106,1041,2,-6,19.38,83.5,-1,14.1,14.5,,,0
31:18.5,12,106,1041,2,-6,19.38,83.5,-1,14.1,14.5,,,0
31:18.6,12,106,1041,2,-6,19.38,83.5,-1,14.1,14.5,,,0
31:18.7,12,106,1041,2,-6,19.38,83.5,-1,14.1,14.5,,,0
31:18.8,12,106,1043,2,-6,19.38,83.5,-1,14.1,14.5,,,0
31:18.9,12,106,1043,2,-6,19.38,83.5,-1,14.1,14.5,,,0
31:18.9,12,106,1043,2,-5,19.38,83.5,-1,14.1,14.5,,,0
31:19.0,12,106,1043,2,-5,19.33,83.5,-1,14.1,14.5,,,0
31:19.1,12,106,1043,2,-5,19.33,83.5,-1,14.1,14.5,,,0
31:19.1,12,106,1043,2,-5,19.33,83.5,-1,14.1,14.5,,,0
31:19.2,12,106,1043,2,-5,19.33,83.5,-1,14.1,14.5,,,0
31:19.3,12,106,1043,2,-5,19.33,83.5,-1,14.1,14.5,,,0
31:19.4,12,106,1043,2,-5,19.33,83.5,-1,14.1,14.5,,,0
31:19.4,12,106,1043,2,-5,19.33,83.5,-1,14.1,14.5,,,0
31:19.5,12,106,1040,2,-5,19.33,83.5,-1,14.1,14.5,,,0
31:19.6,12,106,1040,3,-5,19.33,83.5,-1,14.1,14.5,,,0
31:19.7,12,106,1040,3,-4,19.33,83.5,-1,14.1,14.5,,,0
31:19.7,12,106,1040,3,-4,19.16,83.5,-1,14.1,14.5,,,0
31:19.8,12,106,1040,3,-4,19.16,83.5,-1,14.1,14.5,,,0
31:19.9,12,106,1040,3,-4,19.16,83.5,-1,14.1,14.5,,,0
31:20.0,12,106,1040,3,-4,19.16,83.5,-1,14.1,14.5,,,0
31:20.0,12,106,1040,3,-4,19.16,83.5,-1,14.1,14.5,,,0
31:20.1,12,106,1040,3,-4,19.16,83.5,-1,14.1,14.5,,,0
31:20.2,12,106,1040,3,-4,19.16,83.5,-1,14.1,14.5,,,0
31:20.3,12,106,1041,3,-4,19.16,83.5,-1,14.1,14.5,,,0
31:20.3,12,106,1041,6,-4,19.16,83.5,-1,14.1,14.5,,,0
31:20.4,12,106,1041,6,-4,19.16,83.5,-1,14.1,14.5,,,0
31:20.5,12,106,1041,6,-4,18.19,83.5,-1,14.1,14.5,,,0
31:20.6,12,106,1041,6,-4,18.19,83.5,-1,14.1,14.5,,,0
31:20.6,12,106,1041,6,-4,18.19,83.5,-1,14.1,14.5,,,0
31:20.7,12,106,1041,6,-4,18.19,83.5,-1,20.4,14.5,,,0
31:20.8,12,106,1041,6,-4,18.19,83.5,-1,20.4,22.4,,,0
31:20.9,12,106,1041,6,-4,18.19,83.5,-1,20.4,22.4,,,0
31:21.0,12,106,1041,6,-4,18.19,83.5,-1,20.4,22.4,,,0
31:21.0,12,106,1226,6,-4,18.19,83.5,-1,20.4,22.4,,,0
31:21.1,12,106,1226,11,-4,18.19,83.5,-1,20.4,22.4,,,0
31:21.2,12,106,1226,11,-4,18.19,83.5,-1,20.4,22.4,,,0
31:21.3,12,106,1226,11,-4,27.86,83.5,-1,20.4,22.4,,,0
31:21.3,12,106,1226,11,-4,27.86,83.5,-1,20.4,22.4,,,0
31:21.4,12,106,1226,11,-4,27.86,83.5,-1,20.4,22.4,,,0
31:21.5,12,106,1226,11,-4,27.86,83.5,-1,34.5,22.4,,,0
31:21.6,12,106,1226,11,-4,27.86,83.5,-1,34.5,34.9,,,0
31:21.6,12,106,1226,11,-4,27.86,83.5,-1,34.5,34.9,,,0
31:21.7,12,120,1226,11,-4,27.86,83.5,-1,34.5,34.9,,,0
31:21.8,12,120,1824,11,-4,27.86,83.5,-1,34.5,34.9,,,0
31:21.9,12,120,1824,16,-4,27.86,83.5,-1,34.5,34.9,,,0
31:21.9,12,120,1824,16,-4,27.86,83.5,-1,34.5,34.9,,,0
31:22.0,12,120,1824,16,-4,39.47,83.5,-1,34.5,34.9,,,0
31:22.1,12,120,1824,16,-4,39.47,38,-1,34.5,34.9,,,0
31:22.1,12,120,1824,16,-4,39.47,38,-1,34.5,34.9,,,0
31:22.2,12,120,1824,16,-4,39.47,38,-1,14.1,34.9,,,0
31:22.3,12,120,1824,16,-4,39.47,38,-1,14.1,14.5,,,0
31:22.4,12,120,1824,16,-4,39.47,38,-1,14.1,14.5,,,0
31:22.5,12,101,1824,16,-4,39.47,38,-1,14.1,14.5,,,0
31:22.5,12,101,1110,16,-4,39.47,38,-1,14.1,14.5,,,0
31:22.6,12,101,1110,19,-4,39.47,38,-1,14.1,14.5,,,0
31:22.7,12,101,1110,19,0,39.47,38,-1,14.1,14.5,,,0
31:22.8,12,101,1110,19,0,20.63,38,-1,14.1,14.5,,,0
31:22.8,12,101,1110,19,0,20.63,56.1,-1,14.1,14.5,,,0
31:22.9,12,101,1110,19,0,20.63,56.1,-1,14.1,14.5,,,0
31:23.0,12,101,1110,19,0,20.63,56.1,-1,26.7,14.5,,,0
31:23.1,12,101,1110,19,0,20.63,56.1,-1,26.7,26.7,,,0
31:23.1,12,101,1110,19,0,20.63,56.1,-1,26.7,26.7,,,0
31:23.2,12,104,1110,19,0,20.63,56.1,-1,26.7,26.7,,,0
31:23.3,12,104,1279,19,0,20.63,56.1,-1,26.7,26.7,,,0
31:23.4,12,104,1279,22,0,20.63,56.1,-1,26.7,26.7,,,0
31:23.4,12,104,1279,22,-2,20.63,56.1,-1,26.7,26.7,,,0
31:23.5,12,104,1279,22,-2,25.41,56.1,-1,26.7,26.7,,,0
31:23.6,12,104,1279,22,-2,25.41,83.5,-1,26.7,26.7,,,0
31:23.6,12,104,1279,22,-2,25.41,83.5,-1,26.7,26.7,,,0
31:23.7,12,104,1279,22,-2,25.41,83.5,-1,25.9,26.7,,,0
31:23.8,12,104,1279,22,-2,25.41,83.5,-1,25.9,25.9,,,0
31:23.9,12,104,1279,22,-2,25.41,83.5,-1,25.9,25.9,,,0
31:24.0,12,106,1279,22,-2,25.41,83.5,-1,25.9,25.9,,,0
31:24.1,12,106,1418,22,-2,25.41,83.5,-1,25.9,25.9,,,0
31:24.2,12,106,1418,24,-2,25.41,83.5,-1,25.9,25.9,,,0
31:24.3,12,106,1418,24,-1,25.41,83.5,-1,25.9,25.9,,,0
31:24.4,12,106,1418,24,-1,26.49,83.5,-1,25.9,25.9,,,0
31:24.5,12,106,1418,24,-1,26.49,83.5,-1,25.9,25.9,,,0
31:24.6,12,106,1418,24,-1,26.49,83.5,-1,25.9,25.9,,,0
31:24.7,12,106,1418,24,-1,26.49,83.5,-1,22,25.9,,,0
31:24.8,12,106,1418,24,-1,26.49,83.5,-1,22,21.2,,,0
31:24.9,12,106,1418,24,-1,26.49,83.5,-1,22,21.2,,,0
31:24.9,12,99,1418,24,-1,26.49,83.5,-1,22,21.2,,,0
31:25.0,12,99,1487,24,-1,26.49,83.5,-1,22,21.2,,,0
